"id","profileName","text","date","title","rating","images","helpful","Size name","Colour","Pattern name"
"R3DLX39MLRYYU2","Ajay Augustin","
  This is phone is amazing!Face ID : responsive and super save!!Camera: It’s the best feature of this phone! Really good camera.Display: it’s still good! When compared to a one plus 7 and 8. It’s just brighter but it’s not sharperIf you want the best display in the game go for 11 pro.I have no complaints on this
","Reviewed in India on 13 October 2020","iPhone 11 review after 3 months!",5,"","27",,,
"R2OD3R94S5SI4J","Rahul maru","
  Happy Fillings
","Reviewed in India on 2 October 2019","Super ness Happiness",5,"https://images-na.ssl-images-amazon.com/images/I/71OYgM9YwIL.jpg","42",,,
"R5EMUHPHL6GOF","Alok Yadav","
  Pros:Camera quality is 09/10.Display 09/10Battery life 10/10Heating issue : I face no heating issueProduct genuineess : Checked on apple site it is original.Cons: charging speed very slow. Charger should be provided atleast 18 watt.Aneroid user face little bit difficulty to use IOS interface.
","Reviewed in India on 21 October 2020","Superb phone...Premium in hand feel",5,"https://images-na.ssl-images-amazon.com/images/I/71LwUFRzBHL.jpg
https://images-na.ssl-images-amazon.com/images/I/71cfhybCGhL.jpg","25",,,
"R33EZ0FL9GVBNV","ritesh","
  I have received this product with defective speakers. Amazon is saying to visit Apple website. I have no clue what to do in this regard? At first place you send us a defective product and instead of initiating a replacement you ask us to visit Apply store. Is this even fair?
","Reviewed in India on 9 August 2020","Received a defective product and not able to return Or replace. Please do not buy online.",1,"","30",,,
"R2S3UB8BZMDQ00","Sunil Rigesow","
  The only apple product i can buy with the money left in my account is Apple juice.
","Reviewed in India on 15 October 2020","Received Good",4,"","24",,,
"R1EZ6HO4UM9V0C","Murshitha Raziq","
  From 5s to 11
","Reviewed in India on 29 September 2019","incrediable camera",5,"","30",,,
"R3KBJLA3FOXHKZ","Navi/Navtej Singh Duggal","
  1.Very fast No comparison with 8,12,12Gh rams.  2. Camera great beyond MPs 48mp is nothing . Iphone  camera is fast far batter.3. No comparison Androids 11.4 Light weight5ThankUApple. TODAY 19 July 2020 MY PHONE FALLEN FROM 1st floor ON HARD SURFACE. After CHECKING-0 SCRATCHIEST.——great great
","Reviewed in India on 5 October 2019","iPhone 11 comparison any mobile Ram,Performance",5,"","25",,,
"RISV9C4ZE4TDO","Abhishek Mukherjee","
  From the last 3 months, i was waiting for the best possible phone in every aspect. I got to know about iphone 11 being one of the best selling apple products. Watched lots of videos on youtube related to unboxing, reviews. Especially i was looking for cons rather than pros. I got to know that the display not being oled is not that good. Then i compared it with iphone 11 pro and i got to know that build and display is only better in pro model, except that everything is same. I came to a decision of buying the iphone 11 and purchased it on prime day sale on 62k with discounts. From the last 3 weeks have been using iphone 11 as my primary phone and i can say it has been the best decision of my life. ios is buttery smooth, its 120hz touch response rate gives you a 90hz refresh rate feeling. No lag whatsoever. Ram management is superb. Sound quality is topline having that loud stereo speakers. Though i can say the speakers are not as loud as what i had seen in asus rog 3(being a reviewer on youtube) i get review units. Next the battery life is as good as a 5000mah android phone. It can easily last for a day and a half with moderate usage including gaming. The display might be not that vibrant and saturated like oled panels but its super bright and the blacks are much richer than what you see on other lcd panels(afterall its apple, you get what you pay). Finally the camera makes you feel like so great. The photos might not look that good in phone but transfer it to your pc, you will see the clarity of the camera. Video quality is superb. So overall a must buy if you are planning to invest in a phone which can last for the upcoming 5yrs. Hope my review helps ppl still deciding whether to buy iphone 11 or not.
","Reviewed in India on 10 August 2020","The best decision of my life",5,"https://images-na.ssl-images-amazon.com/images/I/61Ics+vuFiL.jpg","19",,,
"R371DICXJ418N1","Arnab Biswas","
  After 3 years with iPhone 7 I finally decided to take an upgrade to iPhone 11, and I must say, that it’s totally a value for money! Have been using it continuously since morning, it’s been 5-6 hours of usage and the battery has come down from 100 to 75% only!If you’re looking for a high end and value for money smartphone, this is it!There are a few bugs however, but they’re iOS bugs which’ll be sorted soon I’m sure with upcoming updates!
","Reviewed in India on 11 October 2019","Great battery+camera+Apple Quality!",5,"","24",,,
"R2NCK6VDEUCUXL","lakshay manik","
  Not rating right now.But i want to make one thing clear. I ordered the device on sale, from delhi, seller: appario.The device is genuine. Authentic with one year warranty.One week+ , review: the phone is working as expected. Apple devices,i believe, are not for hard usage and i bought this to put some restrictions on myself. Will update again after some time.I saw people writing negative reviews about appario so i felt fear that i made a mistake.. but then last year my friend ordered XR on sale during october like i did this year..He said that people who are happy with thier product are less likely to write a feedback and those who do not get as promised are the once who lash out which is fair.So here i am writing this.First two days reviewBattery life okCamera natural light good, artificial good (artificial zoom avg)Face id goodInterface once u get everything its hard to not track everythingRest everything is typical appleConPhone is heavy hahahaIll try to keep updating..
","Reviewed in India on 18 October 2020","Honest review. Must read.",4,"","17",,,
"RR10XSIYAFBJB","Engagement Media","
  Ordered for iPhone 11 and received the very next day. When tried to switch on the phone, it did not work. Tried out it on charge and figured it had 0% battery charge! Normally it happens when there is a problem with battery or the phone which drains out charge even though it's switched off! Immediately notified Amazon and demanded refund/ replacement! Then we figured you can't get refund for Apple products on Amazon. However if the product is faulty, they will try fixing it or replace. Have not set up the phone yet as people suggested not to do that, else there may be further trouble returning the product. Confusing suggestions from customer care team, technical team etc. Suggestions: Never ever buy premium products, specially Apple products on Amazon. Will put together the whole experience once we know what's happening and share details.
","Reviewed in India on 24 August 2020","New iPhone received today with dead battery!",1,"https://images-na.ssl-images-amazon.com/images/I/61d4nzSOzcL.jpg","20",,,
"R379W3Q4C568R0","veronica","
  Awesome phone!! Specially if you’re upgrading from an older iphone! Absolute value for money! You get the best camera on any phone, best battery life with the fastest iphone processor at a very reasonable price (in iphone standards). There is absolutely no reason to not buy this phone!
","Reviewed in India on 8 October 2019","Best Buy iphone!",5,"https://images-na.ssl-images-amazon.com/images/I/51xE0YSuwML.jpg","21",,,
"R3TNKBQ5ETWEHC","sandeep","
  got the phone delivered within a day . Excellent service. But I guess the responsibility ends there itself.  the product is faulty .  Screen flickers ,  touch screen becomes un-responsive,  screen black out for a  few seconds is common and above all the  iphone heats  up horribly  to an extent that it made me uncomfortable holding the phone.  having read on  google now, it seems the product is faulty and heating is a common problem.  Fed up of liaising with Apple  & Amazon . hoping it will be replaced
","Reviewed in India on 30 July 2020","defective  piece  OR a  faulty  product !!",1,"","20",,,
